,user_id,lr_label,lrs_label,svm_label,svms_label,rf_label,rfs_label,mix_label,nn_label,true_label
48,1049246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,10497993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,105072446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,1051294272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,1051542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,10517132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,1053220,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
55,105360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1054124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,10544270,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
58,10545449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,1054602254,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
60,105551234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,10556652,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
62,105575354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
63,1055949677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,105828692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,1060567614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,10610725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,10613183,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
68,10616519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
69,10619140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,1062412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,10647575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,106631,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73,106653692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,1067429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,106865281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
76,1069416,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
77,1073793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,107577743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
79,1075787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,1076553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,107791368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,108286531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,10830934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,108565962,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
85,10861385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
86,108863652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,1089042182,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
88,10906665,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
89,1093233444,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
90,1094702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
91,1096405248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,109665909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
93,109727077,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
94,109920358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,1099216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,1099574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,110119941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,110154227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,110369781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,110433701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,110438702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,11082491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
103,11090923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,110912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,11091742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,1110808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,1111568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,111457127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,111766825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,112010496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,112193257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,1122282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,112275713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,112303194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
115,1123759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,112410559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,1124261,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
118,112560892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,11265725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,1129661,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
121,112969251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1131980,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,113261390,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
124,113317125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,11336629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,113380,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,11347048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,11349145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,11363248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
131,11365554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,1136600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,11377027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,113818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
135,113865020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,113969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,114210913,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
139,1143651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140,11437925,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
141,11443190,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
142,1144320,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,1145596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,11458487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,11460144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,11484939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,11490920,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
148,115023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,11516017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,1151716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
151,1153058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,115410510,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
153,1154846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154,1154957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155,1155209060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
156,115626789,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
157,11576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,116029673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159,11605200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160,1161074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,11610912,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
162,116213,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
163,116218635,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
164,116341230,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,11655860,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
166,11656987,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
167,11659614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,116858165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,11688331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,11694524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,117030104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,11721093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173,11724325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,1176412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
175,11781326,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
176,117824127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,11785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,117893415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179,117924851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180,118043460,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
181,1183003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,1183224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
183,118513808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
184,1185400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185,1187630,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
186,11883740,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
187,118926731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,118970828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,119242350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
190,119381082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,119517710,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
192,1196089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
193,11963598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
194,1196973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195,120305579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1203308,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
197,12036315,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
198,120448161,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
199,1205250,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
200,120536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,1205695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,120891368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
203,120949455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,1209771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
205,120992624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
206,121065332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
207,1212416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,121252062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,121283876,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
210,121445055,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
211,121530552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
212,121603219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
213,122173056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,122453321,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
215,1225674,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
216,1225950,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,1230589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
218,1232790,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
219,12337394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
220,1235067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
221,123514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
222,1242144,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
223,124366485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
224,124391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
225,12470112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
226,124750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
227,1250980,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
228,1255475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
229,125630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
230,125635131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
231,125731567,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
232,1258726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
233,126220820,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
234,126653712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,127003391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
236,12751303,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
237,1275858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
238,12777359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
239,12782917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
240,12790860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
241,12791654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
242,12799269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
243,12809212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
244,1282213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
245,12826075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
246,1283448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
247,12840403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
248,12844082,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
249,1284470,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
250,12873524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
251,12886430,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
252,1289870,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
253,1290133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
254,12904192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
255,12906835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
256,1291328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
257,1292890,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
258,129329378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
259,1294161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
260,12941750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
261,1294322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
262,12962562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
263,1296465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
264,12968723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
265,129724282,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
266,12979106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,130118882,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
268,13015856,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
269,13040109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
270,130502417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
271,13059903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
272,13096759,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
273,130976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
274,13100837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
275,1310448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
276,131367256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
277,131377340,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
278,13139325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
279,13153461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
280,1316149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
281,1317615,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
282,13181164,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
283,13216908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,132286477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1327254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
286,1327254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
287,13281519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
288,1328222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,1328549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
290,1329583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,1329946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
292,13306159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,13331684,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
294,133512231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,13390817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
296,13403209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
297,1341787,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
298,13432681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,13433436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
300,1343453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
301,13441937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
302,13446236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
303,13459018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
304,13462592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
305,1346341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
306,1349373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
307,13500853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
308,13506764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
309,1351947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
310,13529260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
311,13566528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
312,135799643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
313,135986,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
314,13608127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
315,136104738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
316,13617232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
317,13629899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
318,1363128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
319,1363562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
320,13637506,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
321,13660424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
322,13665435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
323,136667846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
324,13672722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
325,1367473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
326,13714488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
327,13730579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,13736050,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
329,13745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
330,13747003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
331,1377491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
332,13776168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
333,13777783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
