,TrajID,IMEI,IMSI,MRTime,RNCID_1,CellID_1,Dbm_1,AsuLevel_1,SignalLevel_1,RNCID_2,CellID_2,Dbm_2,AsuLevel_2,SignalLevel_2,RNCID_3,CellID_3,Dbm_3,AsuLevel_3,SignalLevel_3,RNCID_4,CellID_4,Dbm_4,AsuLevel_4,SignalLevel_4,RNCID_5,CellID_5,Dbm_5,AsuLevel_5,SignalLevel_5,RNCID_6,CellID_6,Dbm_6,AsuLevel_6,SignalLevel_6,Longitude,Latitude,Altitude,Accuracy,Speed
10,0.0,861374033830412.0,460012796993062.0,1507627381.0,1210.0018243454397,837.1222392614,-73.0,20.0,4.0,581.9500988574582,150.85995795205235,-67.0,23.0,4.0,1678.369897413184,858.0992537625134,-73.0,20.0,4.0,950.9485643133521,725.5801907517016,-79.0,17.0,4.0,1646.5735335428035,1179.7992821373045,-73.0,20.0,4.0,950.5438319641398,722.9366204980761,-73.0,20.0,4.0,121.21372149,31.28933611,6.0,8.0,2.1920311000000003
11,0.0,861374033830412.0,460012796993062.0,1507627384.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,1678.369897413184,858.0992537625134,-73.0,20.0,4.0,950.9485643133521,725.5801907517016,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-71.0,21.0,4.0,950.5438319641398,722.9366204980761,-73.0,20.0,4.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,121.21383737,31.28936769,8.0,7.0,3.4804885000000003
12,0.0,861374033830412.0,460012796993062.0,1507627387.0,1210.0018243454397,837.1222392614,-63.0,25.0,4.0,1678.369897413184,858.0992537625134,-73.0,20.0,4.0,950.9485643133521,725.5801907517016,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-71.0,21.0,4.0,950.5438319641398,722.9366204980761,-75.0,19.0,4.0,1210.0018243454397,837.1222392614,-63.0,25.0,4.0,121.21398085,31.2893627,6.0,6.0,3.6404946
13,0.0,861374033830412.0,460012796993062.0,1507627390.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,1678.369897413184,858.0992537625134,-73.0,20.0,4.0,950.9485643133521,725.5801907517016,-83.0,15.0,4.0,1646.5735335428035,1179.7992821373045,-75.0,19.0,4.0,950.5438319641398,722.9366204980761,-75.0,19.0,4.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,121.21412118,31.28938831,9.0,6.0,3.8721828
14,0.0,861374033830412.0,460012796993062.0,1507627393.0,1210.0018243454397,837.1222392614,-63.0,25.0,4.0,1678.369897413184,858.0992537625134,-73.0,20.0,4.0,950.9485643133521,725.5801907517016,-83.0,15.0,4.0,1646.5735335428035,1179.7992821373045,-75.0,19.0,4.0,950.5438319641398,722.9366204980761,-77.0,18.0,4.0,1210.0018243454397,837.1222392614,-63.0,25.0,4.0,121.21424223,31.28939588,8.0,6.0,3.4820683
15,0.0,861374033830412.0,460012796993062.0,1507627396.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,1678.369897413184,858.0992537625134,-73.0,20.0,4.0,950.9485643133521,725.5801907517016,-83.0,15.0,4.0,1646.5735335428035,1179.7992821373045,-75.0,19.0,4.0,950.5438319641398,722.9366204980761,-77.0,18.0,4.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,121.21440767,31.28936882,10.0,5.0,3.7206585
16,0.0,861374033830412.0,460012796993062.0,1507627399.0,1210.0018243454397,837.1222392614,-63.0,25.0,4.0,1678.369897413184,858.0992537625134,-77.0,18.0,4.0,950.9485643133521,725.5801907517016,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-79.0,17.0,4.0,950.5438319641398,722.9366204980761,-77.0,18.0,4.0,1210.0018243454397,837.1222392614,-63.0,25.0,4.0,121.21453702,31.28940984,7.0,5.0,3.530354
17,0.0,861374033830412.0,460012796993062.0,1507627403.0,1210.0018243454397,837.1222392614,-61.0,26.0,4.0,1678.369897413184,858.0992537625134,-79.0,17.0,4.0,950.9485643133521,725.5801907517016,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-79.0,17.0,4.0,950.5438319641398,722.9366204980761,-79.0,17.0,4.0,1210.0018243454397,837.1222392614,-61.0,26.0,4.0,121.21465432,31.28944871,6.0,5.0,3.6323273
18,0.0,861374033830412.0,460012796993062.0,1507627406.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,1678.369897413184,858.0992537625134,-79.0,17.0,4.0,950.9485643133521,725.5801907517016,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-79.0,17.0,4.0,950.5438319641398,722.9366204980761,-81.0,16.0,4.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,121.21477458,31.28949457,7.0,5.0,3.4728231
19,0.0,861374033830412.0,460012796993062.0,1507627409.0,1210.0018243454397,837.1222392614,-61.0,26.0,4.0,1678.369897413184,858.0992537625134,-79.0,17.0,4.0,950.9485643133521,725.5801907517016,-83.0,15.0,4.0,1646.5735335428035,1179.7992821373045,-79.0,17.0,4.0,950.5438319641398,722.9366204980761,-81.0,16.0,4.0,1210.0018243454397,837.1222392614,-61.0,26.0,4.0,121.21486169,31.28952737,4.0,6.0,3.9404569
20,0.0,861374033830412.0,460012796993062.0,1507627412.0,1210.0018243454397,837.1222392614,-61.0,26.0,4.0,1678.369897413184,858.0992537625134,-81.0,16.0,4.0,950.9485643133521,725.5801907517016,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-75.0,19.0,4.0,950.5438319641398,722.9366204980761,-81.0,16.0,4.0,1210.0018243454397,837.1222392614,-61.0,26.0,4.0,121.21498451,31.28955287,7.0,6.0,3.6
21,0.0,861374033830412.0,460012796993062.0,1507627415.0,1210.0018243454397,837.1222392614,-57.0,28.0,4.0,1678.369897413184,858.0992537625134,-81.0,16.0,4.0,950.9485643133521,725.5801907517016,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-75.0,19.0,4.0,950.5438319641398,722.9366204980761,-81.0,16.0,4.0,1210.0018243454397,837.1222392614,-57.0,28.0,4.0,121.21513599,31.28952424,13.0,8.0,3.1405733
22,0.0,861374033830412.0,460012796993062.0,1507627418.0,1210.0018243454397,837.1222392614,-57.0,28.0,4.0,1678.369897413184,858.0992537625134,-79.0,17.0,4.0,950.9485643133521,725.5801907517016,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-73.0,20.0,4.0,950.5438319641398,722.9366204980761,-81.0,16.0,4.0,1210.0018243454397,837.1222392614,-57.0,28.0,4.0,121.21522184,31.2895233,13.0,7.0,3.3417509
23,0.0,861374033830412.0,460012796993062.0,1507627421.0,1210.0018243454397,837.1222392614,-59.0,27.0,4.0,1678.369897413184,858.0992537625134,-77.0,18.0,4.0,950.9485643133521,725.5801907517016,-85.0,14.0,4.0,1646.5735335428035,1179.7992821373045,-71.0,21.0,4.0,950.5438319641398,722.9366204980761,-83.0,15.0,4.0,1210.0018243454397,837.1222392614,-59.0,27.0,4.0,121.21533627,31.28954616,13.0,6.0,3.3700147000000005
24,1.0,861374033830412.0,460012796993062.0,1507727297.0,1210.0018243454397,837.1222392614,-67.0,23.0,4.0,806.293130953447,1298.2474318309687,-79.0,17.0,4.0,581.9500988574582,150.85995795205235,-87.0,13.0,4.0,950.9485643133521,725.5801907517016,-89.0,12.0,4.0,1646.5735335428035,1179.7992821373045,-71.0,21.0,4.0,1125.0547233728576,1261.4221325018443,-83.0,15.0,4.0,121.21387181,31.29207445,33.0,36.0,0.0
25,1.0,861374033830412.0,460012796993062.0,1507727300.0,1210.0018243454397,837.1222392614,-73.0,20.0,4.0,806.293130953447,1298.2474318309687,-79.0,17.0,4.0,950.9485643133521,725.5801907517016,-89.0,12.0,4.0,1646.5735335428035,1179.7992821373045,-71.0,21.0,4.0,1125.0547233728576,1261.4221325018443,-87.0,13.0,4.0,3858.5960409528343,2377.6415381589904,-85.0,14.0,4.0,121.21387181,31.29207445,33.0,36.0,0.0
26,1.0,861374033830412.0,460012796993062.0,1507727303.0,1210.0018243454397,837.1222392614,-79.0,17.0,4.0,806.293130953447,1298.2474318309687,-83.0,15.0,4.0,950.9485643133521,725.5801907517016,-93.0,10.0,3.0,1646.5735335428035,1179.7992821373045,-73.0,20.0,4.0,1125.0547233728576,1261.4221325018443,-91.0,11.0,3.0,3858.5960409528343,2377.6415381589904,-85.0,14.0,4.0,121.21360115,31.29203038,19.0,34.0,0.0
27,1.0,861374033830412.0,460012796993062.0,1507727306.0,1210.0018243454397,837.1222392614,-77.0,18.0,4.0,806.293130953447,1298.2474318309687,-87.0,13.0,4.0,1646.5735335428035,1179.7992821373045,-81.0,16.0,4.0,1125.0547233728576,1261.4221325018443,-91.0,11.0,3.0,3858.5960409528343,2377.6415381589904,-85.0,14.0,4.0,1210.0018243454397,837.1222392614,-77.0,18.0,4.0,121.21360115,31.29203038,19.0,34.0,0.0
28,1.0,861374033830412.0,460012796993062.0,1507727309.0,1210.0018243454397,837.1222392614,-73.0,20.0,4.0,806.293130953447,1298.2474318309687,-87.0,13.0,4.0,1646.5735335428035,1179.7992821373045,-81.0,16.0,4.0,3858.5960409528343,2377.6415381589904,-87.0,13.0,4.0,1210.0018243454397,837.1222392614,-73.0,20.0,4.0,1210.0018243454397,837.1222392614,-73.0,20.0,4.0,121.21360115,31.29203038,19.0,34.0,0.0
29,1.0,861374033830412.0,460012796993062.0,1507727312.0,1210.0018243454397,837.1222392614,-75.0,19.0,4.0,806.293130953447,1298.2474318309687,-89.0,12.0,4.0,1646.5735335428035,1179.7992821373045,-83.0,15.0,4.0,3858.5960409528343,2377.6415381589904,-89.0,12.0,4.0,1210.0018243454397,837.1222392614,-75.0,19.0,4.0,1210.0018243454397,837.1222392614,-75.0,19.0,4.0,121.21360115,31.29203038,19.0,34.0,0.0
30,1.0,861374033830412.0,460012796993062.0,1507727315.0,1210.0018243454397,837.1222392614,-85.0,14.0,4.0,806.293130953447,1298.2474318309687,-91.0,11.0,3.0,1646.5735335428035,1179.7992821373045,-87.0,13.0,4.0,3858.5960409528343,2377.6415381589904,-91.0,11.0,3.0,709.8734276503092,1321.0479185939766,-99.0,7.0,2.0,1210.0018243454397,837.1222392614,-85.0,14.0,4.0,121.21360115,31.29203038,19.0,34.0,0.0
31,1.0,861374033830412.0,460012796993062.0,1507727318.0,1210.0018243454397,837.1222392614,-87.0,13.0,4.0,806.293130953447,1298.2474318309687,-93.0,10.0,3.0,1646.5735335428035,1179.7992821373045,-87.0,13.0,4.0,3858.5960409528343,2377.6415381589904,-91.0,11.0,3.0,709.8734276503092,1321.0479185939766,-101.0,6.0,2.0,581.9500988574582,150.85995795205235,-101.0,6.0,2.0,121.21360115,31.29203038,19.0,34.0,0.0
32,1.0,861374033830412.0,460012796993062.0,1507727321.0,1210.0018243454397,837.1222392614,-79.0,17.0,4.0,806.293130953447,1298.2474318309687,-93.0,10.0,3.0,1646.5735335428035,1179.7992821373045,-89.0,12.0,4.0,3858.5960409528343,2377.6415381589904,-93.0,10.0,3.0,581.9500988574582,150.85995795205235,-103.0,5.0,2.0,950.9485643133521,725.5801907517016,-103.0,5.0,2.0,121.21360115,31.29203038,19.0,34.0,0.0
33,1.0,861374033830412.0,460012796993062.0,1507727324.0,1210.0018243454397,837.1222392614,-83.0,15.0,4.0,806.293130953447,1298.2474318309687,-97.0,8.0,3.0,1646.5735335428035,1179.7992821373045,-91.0,11.0,3.0,3858.5960409528343,2377.6415381589904,-95.0,9.0,3.0,581.9500988574582,150.85995795205235,-103.0,5.0,2.0,950.9485643133521,725.5801907517016,-105.0,4.0,1.0,121.21360115,31.29203038,19.0,34.0,0.0
34,1.0,861374033830412.0,460012796993062.0,1507727331.0,1210.0018243454397,837.1222392614,-81.0,16.0,4.0,806.293130953447,1298.2474318309687,-95.0,9.0,3.0,1646.5735335428035,1179.7992821373045,-89.0,12.0,4.0,3858.5960409528343,2377.6415381589904,-93.0,10.0,3.0,581.9500988574582,150.85995795205235,-97.0,8.0,3.0,950.9485643133521,725.5801907517016,-99.0,7.0,2.0,121.21374758,31.29212025,31.0,36.0,0.0
35,1.0,861374033830412.0,460012796993062.0,1507727334.0,1210.0018243454397,837.1222392614,-81.0,16.0,4.0,806.293130953447,1298.2474318309687,-93.0,10.0,3.0,1646.5735335428035,1179.7992821373045,-87.0,13.0,4.0,3858.5960409528343,2377.6415381589904,-89.0,12.0,4.0,581.9500988574582,150.85995795205235,-93.0,10.0,3.0,950.9485643133521,725.5801907517016,-97.0,8.0,3.0,121.21377371,31.29215269,39.0,15.0,0.0
36,1.0,861374033830412.0,460012796993062.0,1507727337.0,1210.0018243454397,837.1222392614,-83.0,15.0,4.0,806.293130953447,1298.2474318309687,-91.0,11.0,3.0,1646.5735335428035,1179.7992821373045,-83.0,15.0,4.0,3858.5960409528343,2377.6415381589904,-85.0,14.0,4.0,581.9500988574582,150.85995795205235,-93.0,10.0,3.0,950.9485643133521,725.5801907517016,-95.0,9.0,3.0,121.21375923,31.29215828,41.0,12.0,0.0
37,1.0,861374033830412.0,460012796993062.0,1507727340.0,1210.0018243454397,837.1222392614,-81.0,16.0,4.0,806.293130953447,1298.2474318309687,-87.0,13.0,4.0,1646.5735335428035,1179.7992821373045,-83.0,15.0,4.0,3858.5960409528343,2377.6415381589904,-85.0,14.0,4.0,581.9500988574582,150.85995795205235,-89.0,12.0,4.0,950.9485643133521,725.5801907517016,-95.0,9.0,3.0,121.21374181,31.29214432,41.0,11.0,0.0
38,1.0,861374033830412.0,460012796993062.0,1507727346.0,1210.0018243454397,837.1222392614,-79.0,17.0,4.0,806.293130953447,1298.2474318309687,-83.0,15.0,4.0,1646.5735335428035,1179.7992821373045,-75.0,19.0,4.0,3858.5960409528343,2377.6415381589904,-79.0,17.0,4.0,581.9500988574582,150.85995795205235,-85.0,14.0,4.0,950.9485643133521,725.5801907517016,-83.0,15.0,4.0,121.2136999,31.29213934,42.0,7.0,0.0
39,1.0,861374033830412.0,460012796993062.0,1507727349.0,1210.0018243454397,837.1222392614,-79.0,17.0,4.0,806.293130953447,1298.2474318309687,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-73.0,20.0,4.0,3858.5960409528343,2377.6415381589904,-79.0,17.0,4.0,581.9500988574582,150.85995795205235,-85.0,14.0,4.0,950.9485643133521,725.5801907517016,-83.0,15.0,4.0,121.21369964,31.29213883,42.0,7.0,0.0
40,1.0,861374033830412.0,460012796993062.0,1507727352.0,1646.5735335428035,1179.7992821373045,-59.0,27.0,4.0,806.293130953447,1298.2474318309687,-81.0,16.0,4.0,1646.5735335428035,1179.7992821373045,-73.0,20.0,4.0,3858.5960409528343,2377.6415381589904,-81.0,16.0,4.0,581.9500988574582,150.85995795205235,-85.0,14.0,4.0,950.9485643133521,725.5801907517016,-83.0,15.0,4.0,121.21348499,31.29220517,45.0,9.0,1.59
41,1.0,861374033830412.0,460012796993062.0,1507727355.0,1646.5735335428035,1179.7992821373045,-67.0,23.0,4.0,3858.5960409528343,2377.6415381589904,-83.0,15.0,4.0,581.9500988574582,150.85995795205235,-85.0,14.0,4.0,950.9485643133521,725.5801907517016,-83.0,15.0,4.0,1210.0018243454397,837.1222392614,-81.0,16.0,4.0,772.455802969751,32.31270881509408,-79.0,17.0,4.0,121.21348499,31.29220517,45.0,9.0,1.59
42,1.0,861374033830412.0,460012796993062.0,1507727362.0,1646.5735335428035,1179.7992821373045,-65.0,24.0,4.0,3858.5960409528343,2377.6415381589904,-85.0,14.0,4.0,581.9500988574582,150.85995795205235,-83.0,15.0,4.0,950.9485643133521,725.5801907517016,-79.0,17.0,4.0,1210.0018243454397,837.1222392614,-83.0,15.0,4.0,772.455802969751,32.31270881509408,-77.0,18.0,4.0,121.21368627,31.29214756,16.0,22.0,0.0
43,1.0,861374033830412.0,460012796993062.0,1507727365.0,1646.5735335428035,1179.7992821373045,-67.0,23.0,4.0,3858.5960409528343,2377.6415381589904,-87.0,13.0,4.0,581.9500988574582,150.85995795205235,-83.0,15.0,4.0,950.9485643133521,725.5801907517016,-75.0,19.0,4.0,1210.0018243454397,837.1222392614,-83.0,15.0,4.0,772.455802969751,32.31270881509408,-77.0,18.0,4.0,121.21368645,31.2921479,23.0,26.0,0.0
44,1.0,861374033830412.0,460012796993062.0,1507727371.0,1646.5735335428035,1179.7992821373045,-63.0,25.0,4.0,581.9500988574582,150.85995795205235,-79.0,17.0,4.0,950.9485643133521,725.5801907517016,-73.0,20.0,4.0,1210.0018243454397,837.1222392614,-81.0,16.0,4.0,772.455802969751,32.31270881509408,-73.0,20.0,4.0,1124.4128022472141,1263.5282496321015,-79.0,17.0,4.0,121.21367982,31.29215617,36.0,9.0,0.0
45,1.0,861374033830412.0,460012796993062.0,1507727374.0,1646.5735335428035,1179.7992821373045,-63.0,25.0,4.0,581.9500988574582,150.85995795205235,-77.0,18.0,4.0,950.9485643133521,725.5801907517016,-71.0,21.0,4.0,1210.0018243454397,837.1222392614,-81.0,16.0,4.0,772.455802969751,32.31270881509408,-75.0,19.0,4.0,1124.4128022472141,1263.5282496321015,-77.0,18.0,4.0,121.21365996,31.29216785,33.0,9.0,0.8845903
46,1.0,861374033830412.0,460012796993062.0,1507727377.0,1646.5735335428035,1179.7992821373045,-57.0,28.0,4.0,581.9500988574582,150.85995795205235,-75.0,19.0,4.0,950.9485643133521,725.5801907517016,-67.0,23.0,4.0,772.455802969751,32.31270881509408,-73.0,20.0,4.0,1124.4128022472141,1263.5282496321015,-73.0,20.0,4.0,1125.0547233728576,1261.4221325018443,-77.0,18.0,4.0,121.21364355,31.29224447,33.0,10.0,0.8747571
47,1.0,861374033830412.0,460012796993062.0,1507727380.0,1646.5735335428035,1179.7992821373045,-53.0,30.0,4.0,581.9500988574582,150.85995795205235,-73.0,20.0,4.0,950.9485643133521,725.5801907517016,-65.0,24.0,4.0,772.455802969751,32.31270881509408,-73.0,20.0,4.0,1124.4128022472141,1263.5282496321015,-73.0,20.0,4.0,1125.0547233728576,1261.4221325018443,-75.0,19.0,4.0,121.21355049,31.29226201,31.0,9.0,0.42579335
48,1.0,861374033830412.0,460012796993062.0,1507727383.0,1646.5735335428035,1179.7992821373045,-51.0,31.0,4.0,581.9500988574582,150.85995795205235,-73.0,20.0,4.0,950.9485643133521,725.5801907517016,-63.0,25.0,4.0,772.455802969751,32.31270881509408,-69.0,22.0,4.0,1124.4128022472141,1263.5282496321015,-73.0,20.0,4.0,1125.0547233728576,1261.4221325018443,-73.0,20.0,4.0,121.21353004,31.29224766,32.0,8.0,0.5600893
49,1.0,861374033830412.0,460012796993062.0,1507727386.0,1646.5735335428035,1179.7992821373045,-53.0,30.0,4.0,581.9500988574582,150.85995795205235,-69.0,22.0,4.0,950.9485643133521,725.5801907517016,-63.0,25.0,4.0,772.455802969751,32.31270881509408,-67.0,23.0,4.0,1124.4128022472141,1263.5282496321015,-69.0,22.0,4.0,1125.0547233728576,1261.4221325018443,-71.0,21.0,4.0,121.21348757,31.29222973,30.0,9.0,0.60008335
50,1.0,861374033830412.0,460012796993062.0,1507727389.0,1646.5735335428035,1179.7992821373045,-55.0,29.0,4.0,581.9500988574582,150.85995795205235,-69.0,22.0,4.0,950.9485643133521,725.5801907517016,-63.0,25.0,4.0,772.455802969751,32.31270881509408,-67.0,23.0,4.0,1124.4128022472141,1263.5282496321015,-67.0,23.0,4.0,1125.0547233728576,1261.4221325018443,-71.0,21.0,4.0,121.21339006,31.29228481,26.0,8.0,0.4031129000000001
51,1.0,861374033830412.0,460012796993062.0,1507727392.0,1646.5735335428035,1179.7992821373045,-55.0,29.0,4.0,581.9500988574582,150.85995795205235,-67.0,23.0,4.0,950.9485643133521,725.5801907517016,-59.0,27.0,4.0,772.455802969751,32.31270881509408,-67.0,23.0,4.0,1124.4128022472141,1263.5282496321015,-67.0,23.0,4.0,1125.0547233728576,1261.4221325018443,-69.0,22.0,4.0,121.21337688,31.29229579,25.0,8.0,0.33
52,1.0,861374033830412.0,460012796993062.0,1507727395.0,1646.5735335428035,1179.7992821373045,-55.0,29.0,4.0,581.9500988574582,150.85995795205235,-67.0,23.0,4.0,950.9485643133521,725.5801907517016,-59.0,27.0,4.0,772.455802969751,32.31270881509408,-67.0,23.0,4.0,1124.4128022472141,1263.5282496321015,-67.0,23.0,4.0,1125.0547233728576,1261.4221325018443,-69.0,22.0,4.0,121.21336462,31.29230462,25.0,8.0,0.88
53,1.0,861374033830412.0,460012796993062.0,1507727398.0,1646.5735335428035,1179.7992821373045,-55.0,29.0,4.0,581.9500988574582,150.85995795205235,-67.0,23.0,4.0,950.9485643133521,725.5801907517016,-59.0,27.0,4.0,772.455802969751,32.31270881509408,-67.0,23.0,4.0,1124.4128022472141,1263.5282496321015,-67.0,23.0,4.0,1125.0547233728576,1261.4221325018443,-67.0,23.0,4.0,121.21331576,31.2923052,24.0,7.0,2.170023
54,1.0,861374033830412.0,460012796993062.0,1507727402.0,1646.5735335428035,1179.7992821373045,-57.0,28.0,4.0,581.9500988574582,150.85995795205235,-67.0,23.0,4.0,950.9485643133521,725.5801907517016,-59.0,27.0,4.0,772.455802969751,32.31270881509408,-67.0,23.0,4.0,1124.4128022472141,1263.5282496321015,-67.0,23.0,4.0,1125.0547233728576,1261.4221325018443,-69.0,22.0,4.0,121.21329706,31.29226669,22.0,7.0,3.390133
55,1.0,861374033830412.0,460012796993062.0,1507727405.0,1646.5735335428035,1179.7992821373045,-57.0,28.0,4.0,581.9500988574582,150.85995795205235,-69.0,22.0,4.0,950.9485643133521,725.5801907517016,-59.0,27.0,4.0,772.455802969751,32.31270881509408,-69.0,22.0,4.0,1124.4128022472141,1263.5282496321015,-69.0,22.0,4.0,1125.0547233728576,1261.4221325018443,-69.0,22.0,4.0,121.21325111,31.29208176,13.0,5.0,5.26
56,1.0,861374033830412.0,460012796993062.0,1507727408.0,1646.5735335428035,1179.7992821373045,-57.0,28.0,4.0,581.9500988574582,150.85995795205235,-71.0,21.0,4.0,950.9485643133521,725.5801907517016,-61.0,26.0,4.0,772.455802969751,32.31270881509408,-69.0,22.0,4.0,1124.4128022472141,1263.5282496321015,-73.0,20.0,4.0,1125.0547233728576,1261.4221325018443,-73.0,20.0,4.0,121.21315569,31.29190652,21.0,8.0,7.004112700000001
57,1.0,861374033830412.0,460012796993062.0,1507727411.0,1646.5735335428035,1179.7992821373045,-59.0,27.0,4.0,581.9500988574582,150.85995795205235,-71.0,21.0,4.0,950.9485643133521,725.5801907517016,-61.0,26.0,4.0,772.455802969751,32.31270881509408,-69.0,22.0,4.0,1124.4128022472141,1263.5282496321015,-73.0,20.0,4.0,1210.0018243454397,837.1222392614,-65.0,24.0,4.0,121.21301705,31.291629600000004,19.0,11.0,6.9900284
